species,population,specimen_num,cell_type,observation,primary_wall_thickness,secondary_wall_thickness,length,lumen_diameter,cell_total_diameter,lignified?,num_of_cell_width,seriate_num
palustris,nd,1,bark_fiber,2,90,880,980,40,1010,no,,
palustris,nd,1,bark_fiber,3,70,790,960,10,870,no,,
palustris,nd,1,bark_fiber,4,90,920,1040,20,1030,no,,
palustris,nd,1,sieve_tube_mem,1,120,80,320,100,300,no,,
palustris,nd,1,sieve_tube_mem,2,140,60,330,120,320,no,,
palustris,nd,1,sieve_tube_mem,3,160,50,320,140,350,no,,
palustris,nd,1,sieve_tube_mem,4,180,40,360,130,350,no,,
palustris,nd,1,phloem_parenchyma,1,240,,350,130,370,no,,
palustris,nd,1,phloem_parenchyma,2,250,,380,150,400,no,,
palustris,nd,1,phloem_parenchyma,3,260,,440,160,420,no,,
palustris,nd,1,phloem_parenchyma,4,260,,460,180,440,no,,
palustris,nd,1,companion_cell,1,330,,100,330,660,no,,
palustris,nd,1,companion_cell,2,320,,130,290,610,no,,
palustris,nd,1,companion_cell,3,310,,90,280,590,no,,
palustris,nd,1,companion_cell,4,320,,140,280,600,no,,
palustris,nd,1,ray,1,220,,,,220,no,4,3
palustris,nd,1,ray,2,220,,,,220,no,5,4
palustris,nd,1,ray,3,210,,,,210,no,3,5
palustris,nd,1,ray,4,230,,,,230,no,4,4
palustris,nd,2,bark_fiber,1,80,980,1000,30,1090,no,,
palustris,nd,2,bark_fiber,2,90,880,980,40,1010,no,,
palustris,nd,2,bark_fiber,3,70,790,960,10,870,no,,
palustris,nd,2,bark_fiber,4,90,920,1040,20,1030,no,,
palustris,nd,2,sieve_tube_mem,1,120,80,320,100,300,no,,
palustris,nd,2,sieve_tube_mem,2,140,60,330,120,320,no,,
palustris,nd,2,sieve_tube_mem,3,160,50,320,140,350,no,,
palustris,nd,2,sieve_tube_mem,4,180,40,360,130,350,no,,
palustris,nd,2,phloem_parenchyma,1,240,,350,130,370,no,,
palustris,nd,2,phloem_parenchyma,2,250,,380,150,400,no,,
palustris,nd,2,phloem_parenchyma,3,260,,440,160,420,no,,
palustris,nd,2,phloem_parenchyma,4,260,,460,180,440,no,,
palustris,nd,2,companion_cell,1,330,,100,330,660,no,,
palustris,nd,2,companion_cell,2,320,,130,290,610,no,,
palustris,nd,2,companion_cell,3,310,,90,280,590,no,,
palustris,nd,2,companion_cell,4,320,,140,280,600,no,,
palustris,nd,2,ray,1,220,,,,220,no,4,3
palustris,nd,2,ray,2,220,,,,220,no,5,4
palustris,nd,2,ray,3,210,,,,210,no,3,5
palustris,nd,2,ray,4,230,,,,230,no,4,4
palustris,nd,3,bark_fiber,1,80,980,1000,30,1090,no,,
palustris,nd,3,bark_fiber,2,90,880,980,40,1010,no,,
palustris,nd,3,bark_fiber,3,70,790,960,10,870,no,,
palustris,nd,3,bark_fiber,4,90,920,1040,20,1030,no,,
palustris,nd,3,sieve_tube_mem,1,120,80,320,100,300,no,,
palustris,nd,3,sieve_tube_mem,2,140,60,330,120,320,no,,
palustris,nd,3,sieve_tube_mem,3,160,50,320,140,350,no,,
palustris,nd,3,sieve_tube_mem,4,180,40,360,130,350,no,,
palustris,nd,3,phloem_parenchyma,1,240,,350,130,370,no,,
palustris,nd,3,phloem_parenchyma,2,250,,380,150,400,no,,
palustris,nd,3,phloem_parenchyma,3,260,,440,160,420,no,,
palustris,nd,3,phloem_parenchyma,4,260,,460,180,440,no,,
palustris,nd,3,companion_cell,1,330,,100,330,660,no,,
palustris,nd,3,companion_cell,2,320,,130,290,610,no,,
palustris,nd,3,companion_cell,3,310,,90,280,590,no,,
palustris,nd,3,companion_cell,4,320,,140,280,600,no,,
palustris,nd,3,ray,1,220,,,,220,no,4,3
palustris,nd,3,ray,2,220,,,,220,no,5,4
palustris,nd,3,ray,3,210,,,,210,no,3,5
palustris,nd,3,ray,4,230,,,,230,no,4,4
